repo_path,date,bytes,sha256,source,drive_id,method,title
20_records/2026-08/2026-08-01 tep_archaeology_appendices/04_scripts/selberg/selberg_s2_port_ledger.py,2026-08-05,22595,60864e8c46dd4dc328fbecea13a7c6f3a14ec5811da3f3804a7d0764f221071a,drive,1VIdWAVXykY61vIEKnpqxi4sZtjO7QSAj,drive-base64-exact,
20_records/2026-08/2026-08-01 tep_archaeology_appendices/04_scripts/selberg/selberg_s2_port_ledger_output_FAST_a_b_c_d.txt,2026-08-05,3990,cf2ac624187a55545891b5a02b8a9231c47058f3a42a3b79d472c1e8dc52eac5,drive,1n5y_Ip3Ndc7DvU5EN0FDzfRMGcmjK3ek,drive-base64-exact,"mpmath version: 1.3.0 | FAST = True | sections = ['a', 'b', 'c', 'd']"
20_records/2026-08/2026-08-01 tep_archaeology_appendices/04_scripts/selberg/selberg_s2_port_ledger_output_a_b_c_d.txt,2026-08-05,6674,7a72a4cba82eef06a8e558510d883564abe01205de3036cf1f080409ef915238,drive,1dnlH5V7-F-Fgg1-CVHsDfM9iZCV1wKUT,drive-base64-exact,"mpmath version: 1.3.0 | FAST = False | sections = ['a', 'b', 'c', 'd']"
20_records/2026-08/2026-08-01 tep_archaeology_appendices/04_scripts/tomography/circle_tomography_lemmas.py,,2684,3ba6dd5f7be0f3ee4345af48787dd192a8c4909fb211273750221620626922b0,drive,1ldwYQFyYgj3G043n5j-qA_7sBU0E9aeH,drive-base64-exact,
20_records/2026-08/2026-08-01 tep_archaeology_appendices/04_scripts/tomography/ptest_rapidity_sampling.py,,3450,eb0bedc936d0915c7f2b2563671f7aaab75194b6d2b2824afef9db9c63fe4d37,drive,1raKt7-Bzn-zBuyd1SU0BxfQYfVd_H596,drive-base64-exact,
20_records/2026-08/2026-08-01 tep_archaeology_appendices/04_scripts/tomography/qtest_matched_basis.py,,3374,154e9608dbca6d33b4e5c37cc44f2827286e32356fad80e83972c69a92d7182d,drive,1nz59wheCJqteckZQGFs6whZepHDz8Y8a,drive-base64-exact,
20_records/2026-08/2026-08-01 tep_archaeology_appendices/05_session_log/2026-08-01 asides_consolidation_log_entry_archaeology_session_ActiveV1.md,2026-08-01,29662,b29201466a6ed9fecc5f711a27211d7d0d124c6d5752649965209e60e9c34f11,drive,10x_6GrSKIsa6bQwPva9K1fwqH1xCnefd,drive-text-route-exact,Asides Log — 2026-08-01 Consolidation Entry (Archaeology session — full-corpus review + corrections pass)
20_records/2026-08/2026-08-01 tep_archaeology_appendices/README.md,2026-08-05,8022,4822c429943db4b8f2420d51754d989ae10fc7b9dc42a27fa82a801edb3db5b2,drive,1vMunXO96IX06kJW_m94WxZeWVc4qWblx,drive-text-route-exact,TEP Session Bundle — 2026-08-01
20_records/2026-08/2026-08-05 Charge_Brief_Crouzeix_Conjecture_Closed_Boundary_Budget.md,2026-08-05,32325,4e37b164f418fb0874062766cf6989e90cc705448946dc33ee65dd503e95f391,drive,1-3oHVGti33mt77F8NG9GS-ImdllS_zMqWxupaXaUbQE,drive-gdoc-text-route,**Charge Brief — Crouzeix's Conjecture as a Closed Boundary Budget**
20_records/2026-08/2026-08-09 ASIDES_B-SESSION_consolidation_assessor-spine-Liu-crease.md,2026-08-09,6522,9a207159c48217c2d7fa731de49a520c3290bad6f1f7d10963cc7aa060b231db,drive,1KAhsJTqGqGmpuU8JVX-hzx2afLna6ao8FbVvLee0SdU,drive-gdoc-text-route,2026-08-09 (session B) — consolidation: the assessor/spine/Liu/crease session
20_records/2026-08/2026-08-09 ASIDES_closure_and_eigenfunction.md,2026-08-09,3249,00fd4e72b60a3f43e6b53b0e71c602f26ddc03429b4da02da0e60acdaad07ed9,drive,1ti9vI2GIK0Tl9kM_OTgMxgQQXZZpLbSBOxxej75VRK4,drive-gdoc-export-markdown,\# Asides consolidation — the closure-and-eigenfunction session — 2026-08-09
20_records/2026-08/2026-08-09 Starter_prompt_post_closure_and_eigenfunction.md,2026-08-09,3893,9d9d1f24b88503019b6d05f73e630e59d858e1850d3f26678eab656b72c4e557,drive,1gZX_28F7YhQqa75rV3Bs1EMa257RquBPfomAhYqafY8,drive-gdoc-text-route,Starter prompt — session following 2026-08-09
20_records/2026-08/2026-08-10 ASIDES_B-SESSION_consolidation_Artin_stab.md,2026-08-10,3208,8b3125766459c2160c77fe092fecd94c890a8837ca46502f1dd15da90f3e4a6f,drive,1Rp19vwHbXI7i6lsZTmQSGYpmH4vzrO_0LjfJIWc2tYI,drive-gdoc-text-route,2026-08-10 (session B) — consolidation: the Artin-stab arc
20_records/2026-08/2026-08-10 B-SESSION_consolidation_Artin_stab.md,2026-08-10,13497,3d62c9221eabd25c09c60dce456742dc69a8b9fd90ce46168d49fce7ac64a57c,drive,1z4JZrOEcb2sfGQ1cyGoJkalfOrv8EQhetc_kXEq_K3c,drive-gdoc-text-route,"A DIRECT STAB AT THE ARTIN CONJECTURE AT DOUD-1951 — the entirety reduction, the exact pole ledger, and the wall map — 2026-08-10 (session B)"
20_records/2026-08/2026-08-12 ASIDES_B-SESSION_closure-composite_parabolic-tomography_congruence.md,2026-08-12,6170,c7d0ef62c8afa813e39c9a2535ccccb694080638d7894015b8e541157fedc0bb,drive,1CzG2tlM5YDKr-FMvUE14WQf8pEFfMGdKRImsUQYecjY,drive-gdoc-text-route,"2026-08-11/12 (session B) — consolidation: closure composite, parabolic seam, tomography layer, congruence compass"
20_records/2026-08/2026-08-12 ASIDES_Rung_4_Clean_Room_Spherical_Collapse.md,2026-08-12,6198,b466d9ca80de27fa29ac73013c0e4d2730a82c8c198e60b270a3ecc9e70a3aa7,drive,1yGV6jf_xCiw6oaJmCCPw-iS7e7GeU2pkig3bLrWZ8js,drive-gdoc-text-route,Aside — the correlation function IS the λ=1/4 spherical function; the horizon; the s ↔ 1−s fixed point — 2026-08-12
20_records/2026-08/2026-08-12 ASIDES_Rung_4_Clean_Room_Straightened.md,2026-08-12,4403,d452643f976b20ec0ef89525e0649e08332aa5f4c63656d53bcb3559fe32edea,drive,1B3grpZ4uCIjvfM-QrdPAHMrdXtyaGBaju9Vj87SjOFk,drive-gdoc-text-route,"Aside — the straightened frame, and a correction to my own claim — 2026-08-12"
20_records/2026-08/2026-08-12 Rung_4_Clean_Room_Preliminary_Expedition_Dossier_3701.md,2026-08-12,4768,0d97180ed9b2c32d136d5b532d87544e97132ee33b6b0e8bef696fa6553ae28f,drive,1VPU6bsvZk846S6czXyPuPzHNsVNhbyOK5GJpL4y95hk,drive-gdoc-text-route,EXPEDITION DOSSIER — Doud-3701: the first decode-free even icosahedral dataset — loaded 2026-08-09
20_records/2026-08/2026-08-13 ASIDE_Rung_4_Clean_Room_Final.md,2026-08-13,4941,f5bf1896bf427f75c29637d496cf8034e77856bb812b99aaacb75599a61da81b,drive,1rehm5vGaErzISzDG0ZcqTCUDYxDWEPaRrOBR9qlZ0ZE,drive-gdoc-text-route,"Aside — the inventory of ignorance, plus two new measurements (rigidity, and where ""icosahedral"" lives) — 2026-08-13"
20_records/2026-08/2026-08-13 ASIDE_Rung_4_Clean_Room_Penultimate.md,2026-08-13,6169,cc6c5534eb98e1ee5bdec35fdf9ce825ac7150fff642606c77f7f4423d31f195,drive,19apW4IWLbWJ7BCI9IftkNrp7Jp3Ny38Ksj2Tpa8sS1g,drive-gdoc-text-route,"Aside — reliability of the correlation results; two horizon scales; and recovering the arithmetic from the ""thermalized"" region — 2026-08-12"
20_records/2026-08/2026-08-13 cross_session_reconciliation_and_two_tile_upgrade_DraftV1.md,2026-08-13,12171,aa44fe60ddacc0970c619c347dcf0dead304b42e3d4bd6d0eab3b8401a15bdbc,drive,1oL_y6rpHGe_XLzW7XwB9PTxtUelS0kD686uYh9uR__8,drive-gdoc-export-markdown,"Cross-Session Reconciliation — Session B's Closure Record Read Against This Session's Campaign, and the One Upgrade That Matters (DraftV1)"
20_records/2026-08/2026-08-17 1951_closure_campaign/00_START_HERE_MANIFEST.md,2026-08-27,8744,7d432003ab0b07c1e44434852608284339e441ac90dbacc0be5bba18218bee8c,drive,1uvS7miHjZy0RvgDJM7sCKY53kPaIiIK3,drive-base64-exact,"MANIFEST — the 1951 closure campaign, curated pack — sessions of the C lineage, 2026-08-15 → 08-17"
20_records/2026-08/2026-08-17 1951_closure_campaign/01_map/CONSOLIDATED_closure_campaign_countersign_ready_20260817.md,2026-08-17,21746,d83ad7ed977242f59845876f51cd3ee4a1099c9a15c81865e930021e1f76ce8e,drive,1lwCvzodygD2S3t5HbKH9aBOJNCgwaW2y,drive-base64-exact,"CONSOLIDATED RECORD — the closure campaign at conductor 1951 — sessions of the C lineage, 2026-08-15 → 08-17 — COUNTERSIGN-READY"
20_records/2026-08/2026-08-17 1951_closure_campaign/02_instruments/CLOSURE_R1R2R3_pole_detector_adledger_cohh_20260816.md,2026-08-16,12380,a58c4a358cbb17f6e7972fddb7a75a7b234164d188122dc10bd277f8e8e1e435,drive,1pNaCNy_uJ2u46S9MHPerr1JTqHmhNwA2,drive-base64-exact,"> **SCOPE HEADER (curated pack, 2026-08-17).** Per `03_verification/STAMP_adversarial_verification_closure_20260816.md` §1.5: the identity **τ\* = max(A, 0) hol"
20_records/2026-08/2026-08-17 1951_closure_campaign/02_instruments/PROMOTION_TA_TD_four_theorems_20260816.md,2026-08-16,25607,7bb6e5f3027a039bb7074aed293de2c5dfe5effe3eef07061e6ed4762cb05484,drive,1Gkd_wunt3yDNS6RnLhLptTtWql8RC87T,drive-base64-exact,"PROMOTION — T-A/T-B/T-C/T-D: four theorem-grade statements on Φ(y), with proofs, explicit constants, and located caps — 2026-08-16"
20_records/2026-08/2026-08-17 1951_closure_campaign/02_instruments/closure_effective_booker_dichotomy_20260816.md,2026-08-16,11825,531105cf7154655a2588b12873007a5cd526cde37cd47cfad0167ff855649513,drive,1CUShND1RP_Agm3WX86JE-shGG6PV33jz,drive-base64-exact,"> **STATUS HEADER (curated pack, 2026-08-17).** This record's route (FV(T₀) with Lemmas M and CT_fin) is **superseded as the campaign's frontier** by the windin"
20_records/2026-08/2026-08-17 1951_closure_campaign/02_instruments/closure_integer_read_localization_20260816.md,2026-08-16,11073,9386e7b46248c7e9cb859b72cfd33a0399931c1114a97907ea33a04206cc5216,drive,1hoa1xRpmFKPwLT34lZuF0DEhjILjWAQ6,drive-base64-exact,"> **CORRECTION HEADER (curated pack, 2026-08-17).** Corrections filed in `03_verification/STAMP_adversarial_verification_closure_20260816.md` §§1.2, 1.4. (1) ""m"
20_records/2026-08/2026-08-17 1951_closure_campaign/02_instruments/closure_scattering_trace_pincer_cohh_20260816.md,2026-08-16,12162,c1ac140024c7329d018989514d7d441095a2b4c8890c589e4a025bce7e134b75,drive,1Cfw4MivMKa1hkgIWZC3i20BCSUZxi23F,drive-base64-exact,"> **CORRECTION HEADER (curated pack, 2026-08-17).** This parent stands with corrections filed in `03_verification/STAMP_adversarial_verification_closure_2026081"
20_records/2026-08/2026-08-17 1951_closure_campaign/02_instruments/ledger_extension_capladder_20260816.md,2026-08-16,13284,a407bcd517029765d0557a05970c5d4d572459daab514f3daaecb2a63665d924,drive,1wKH9vkc7SJMrsdoNluWQXzxFpr5p4v9z,drive-base64-exact,"> **NOTE (curated pack, 2026-08-17).** This record carries a co-located **ERRATUM at its foot** — its claimed window-1 identity revision (960.674 → 960.6240) wa"
20_records/2026-08/2026-08-17 1951_closure_campaign/02_instruments/mode0_fricke_kernel_I_n_derivation_20260816.md,2026-08-16,6349,efe4d89f912e1e9526a28904016cc657532a17d7f54ac903f00837ecfc262efa,drive,1--JNnA9h0DgiHdWb1od2jHM4esC3_Pk6,drive-base64-exact,"Mode-0 Fricke kernel I_n(y): exact structure, expansion law, and the located cap — 2026-08-16"
20_records/2026-08/2026-08-17 1951_closure_campaign/03_verification/STAMP_adversarial_verification_closure_20260816.md,2026-08-16,9525,20f07ba971db914d9a4b6f50075f44dad25c14efe9c663f4eea7153a1b0433a3,drive,1VzBrBjr18TbPmGHkyA6rBd-A6uu1H3l1,drive-text-route-exact,STAMP — adversarial verification pass over the 2026-08-16 closure records — 2026-08-16 (session C lineage)
20_records/2026-08/2026-08-17 1951_closure_campaign/03_verification/STAMP_thread_diff_corrections_20260815C.md,2026-08-15,3746,b0afbe70dda138cbbf7a1fae4995606d3c0cd96ba486b0f14b57da899047505d,drive,1Kd3S5O3-moDrQhwps7qf4D-9AaY1mq7n,drive-text-route-exact,"STAMP — corrections to THREAD_DIFF_…_20260815C, on Will's same-day read — 2026-08-15 (session C)"
20_records/2026-08/2026-08-17 1951_closure_campaign/03_verification/verify_cap_and_seam_blind.py,2026-08-27,4550,721ffab027475cd31b62964c23398c3558b1d6604c5269f0b4a63034742fa031,drive,1ZkVELwSDDdubCqZ0yAXtrJRrLoak_41G,drive-base64-exact,
20_records/2026-08/2026-08-17 1951_closure_campaign/04_structural/cocycle_period_obstruction_20260817.md,2026-08-17,18968,bc598d1627073315aed2dd41e0961c5dc8f6898ac449033e48ed6cd1433c5821,drive,14m7PaU6FvzjziLTjWH0U-3l7CHSvHiBa,drive-base64-exact,"ATTEMPT — the cocycle / period-obstruction chart at (Γ₀(1951), χ): the finite obstruction set, the rank-one Hecke localization, and the Fredholm pricing — 2026-08-17"
20_records/2026-08/2026-08-17 1951_closure_campaign/04_structural/decidability_chain_arithmetic_gap_20260817.md,2026-08-17,16973,d8e7ddd7bf6d1af3041c6801ec30fbf57abbd5386c6532ceb18ebf26d918f5de,drive,1rvyneVSIWRUhncXJDVLyHk_rDrcmtQpb,drive-base64-exact,"DECIDABILITY CHAIN at (Γ₀(1951), χ): per-link audit of [finite-dimensionality] + [algebraicity] + [height gap] + [certified evaluation], and the arithmetic gap named — 2026-08-17"
20_records/2026-08/2026-08-17 1951_closure_campaign/04_structural/dictionary_trace_registers_cascade_vs_sampling_20260817.md,2026-08-17,9422,eb3dca1bece75b42f17d3e48364d5a404e7849b0251e349de9fbae79725e084c,drive,1GDwl1uP7MbhyQ6wjBC2FMGcYvYozGbeA,drive-text-route-exact,"DICTIONARY NOTE — the ladder's two registers: SU(1,1) cascade within lines, Nyquist across rungs — 2026-08-17 (session C lineage)"
20_records/2026-08/2026-08-17 1951_closure_campaign/04_structural/extant_sweep_throat_20260817.md,2026-08-17,15634,e162f4bf040507c5cbf2975deef608f39f3cc76c82e9b2247850fdaed121ffe0,drive,1GvDgHuFkVmLE9tqooszuqFJaoyRk4lcu,drive-base64-exact,"> **CORRECTION HEADER (curated pack, 2026-08-17).** One gloss corrected by `packet_entangled_register_20260817.md`: Booker (arXiv:1712.06876) requires a τ-conju"
20_records/2026-08/2026-08-17 1951_closure_campaign/04_structural/frombelow_amplified_kuznetsov_feasibility_20260817.md,2026-08-17,14199,7b5dd80ebba15dd2e88970237c7b07c786aec535e232e853b80c6d0846b9150c,drive,1a2eEKrZxuURHCdgydp-dNP9iOYofxV5R,drive-base64-exact,"> **NOTE (curated pack, 2026-08-17).** Self-consistent as filed. Provenance item only: the second-moment figure supplied in the commissioning charge was wrong a"
20_records/2026-08/2026-08-17 1951_closure_campaign/04_structural/functor_syllogism_heilbronn_network_20260817.md,2026-08-17,6802,64b814e1debcf0f99ab0bcd5ac9c07addfcd5839b504ea944ffe54e51acef28a,drive,1YCykn2oWikM8YvU0J9kap4OVp9Vvdusj,drive-base64-exact,"THE FUNCTOR, USED — the TEP ⟹ strong-Artin syllogism, the Heilbronn multiport, and the location of the one unproven premise — 2026-08-17 (session C lineage)"
20_records/2026-08/2026-08-17 1951_closure_campaign/04_structural/note_frombelow_jaw_duality_20260817.md,2026-08-17,11567,f487dedd40e2538cdf6d1038ad967a230f0db3fdc25625e7edc5e969ca25d4a9,drive,1sIcSUuhDP2gmNcCH5W0emB0A-UIOC1C-,drive-base64-exact,NOTE — the from-below jaw and the primal duality: completeness ⟺ sufficiency mapped onto the pincer — 2026-08-17 (session C lineage)
20_records/2026-08/2026-08-17 1951_closure_campaign/04_structural/note_literal_tep_attribution_20260817.md,2026-08-17,6656,8a016e0f8700443404e71bd9749bedb5999d61ac7006412766c63355fd102fdc,drive,11aA2k3t16gUnUQoX6Q5ZqTTL4x-2lr4u,drive-base64-exact,"NOTE — the attribution question, answered; the literal-holistic protocol, adopted; the chart-dependence of the virtual port — 2026-08-17 (session C lineage)"
20_records/2026-08/2026-08-17 1951_closure_campaign/04_structural/note_regularity_register_entirety_20260817.md,2026-08-17,6770,544f1b0ae30d2d5f22cf9cee493a209222228462d30d78f573b7962f9e6b8d89,drive,1MfRUcMNq1jIaqtUHI5G5YcCNnUqHjoBm,drive-base64-exact,NOTE — the regularity register: can everywhere-derivability imply entirety? — 2026-08-17 (session C lineage)
20_records/2026-08/2026-08-17 1951_closure_campaign/04_structural/packet_entangled_register_20260817.md,2026-08-17,16266,d5533a88d6b6b13ad1c752e6c47abf0f66a85b8e03839b07d7bbd5c94014a19d,drive,1Gi3bjO_k8-4NTFdhzbt6fsixSqBlDAjo,drive-base64-exact,ENTANGLED REGISTER — verification and extension: the pair/tensor structure of the 1951 packet — 2026-08-17
20_records/2026-08/2026-08-17 1951_closure_campaign/04_structural/seam_parity_existence_ledger_20260817.md,2026-08-17,11758,2c4496d9f2737b008a59d919aca13b67bb122d7ea16a8feadf08d0beefc1b0ed,drive,1teNKLo_8FJ-cKTFk4JvrOI0iLep7KEFO,drive-base64-exact,"SEAM PARITY / EXISTENCE LEDGER — central-point order and functional-equation sign of Z(s,χ) at (Γ₀(1951), χ order-5): does parity force eigenvalue ¼? — 2026-08-17"
20_records/2026-08/2026-08-17 1951_closure_campaign/04_structural/witten_form_passive_realization_20260817.md,2026-08-17,21375,37af891a26628df313980cc9f07debe8cb4cdc363be92d9391c03d60d0d3c0a3,drive,1O1iQTlcTf41rFc3HqXnyX8xJjCIfYzZO,drive-base64-exact,"CHARGE — Witten-form / passive realization at 1951: the Smirnov dress made exact, the intertwining-operator feasibility finding, and the Conrey–Li quarantine — 2026-08-17"
20_records/2026-08/2026-08-17 1951_closure_campaign/05_origin/THREAD_DIFF_native_blindness_assessment_20260815C.md,2026-08-15,23098,07a37420db71a34a4962eb89e89437d77500df185a45b0ea625eab3b55730850,drive,1RZXcqifPpnZ_axriSqLFsl7GDfPyQA-7,drive-text-route-exact,"> **STATUS HEADER (curated pack, 2026-08-17).** Read with `03_verification/STAMP_thread_diff_corrections_20260815C.md`, which corrects §1 (six–seven sessions, n"
20_records/2026-08/2026-08-17 1951_closure_campaign/05_origin/session_log_entry_20260815C.md,2026-08-15,7020,ccda4aec73a286f081a47d3c1791350a09b0ef106353ab7c95a59707f2baca68,drive,1hKrvDZOR9Jm6xnPU7Jkea3v0TvlwOVUu,drive-text-route-exact,2026-08-15 (session C) — consolidation: grounding + thread diff
20_records/2026-08/2026-08-17 Manifest_curated_pack_precedence.md,2026-08-17,8820,768ac78a2a94b80d5500941e5aab2c74d1bcaae13bd2552cc993b485b6f084ab,drive,1Dew-W5vGCQctRKn8BMPbVQkx940KEy68ywPZmPcOLSQ,drive-gdoc-text-route,"MANIFEST — the 1951 closure campaign, curated pack — sessions of the C lineage, 2026-08-15 → 08-17"
20_records/README.md,,1440,344ac5dabc7e826af3a988c63666df4afff45d35e0195b00095373da2c52aa4e,this-commit,,written-2026-09-12,20_records — The chronological ledger
20_records/cleanroom/README.md,,1507,b13c0807f67e80d586d48943e015c58f92ae7fe3d4676b588908b67b1d6c454c,this-commit,,written-2026-09-12,"20_records/cleanroom — 1:1 mirror of the claude.ai project ""2026-07-26"""
20_records/cleanroom/arch/TEP_Repository_Arch_V2_20260805.md,2026-08-05,16490,d2ce49cc8ce19c2640bc94b643c7cc4139b6b500d07318982204a55d16ffcdd2,project:arch/TEP_Repository_Arch_V2_20260805.md,,project-mirror-exact,The TEP Repository Architecture — V2 (ActiveV2)
20_records/cleanroom/arch/spine_V3_present_first_and_stamp_kit_DraftV1_20260805.md,2026-08-05,14027,ea94f5222dbc8ca3e025141894a88fb6bee7e2ab74c35c7dcd6d741cf9969cd4,project:arch/spine_V3_present_first_and_stamp_kit_DraftV1_20260805.md,,project-mirror-exact,"Spine V3 (present-first) + Stamp Kit — DraftV1, 2026-08-05"
20_records/cleanroom/arch/spine_V4_canon_first_mode_priced_DraftV1_20260809.md,2026-08-09,27551,5485b2ac753c76496cb80e4927523d056da9dacce69eb357cf528dd6ae7766b9,project:arch/spine_V4_canon_first_mode_priced_DraftV1_20260809.md,,project-mirror-exact,"Spine V4 (canon-first, mode-priced) + Stamp Kit V2 — DraftV1, 2026-08-09"
20_records/cleanroom/assessments/adjudication_closing_note_characterization_DraftV1_20260806.md,2026-08-06,14679,b4d6b8a475414173ec656b6e179c45af7d75234ee01a6522f37d5abb50036949,drive,19xDpvm5Msh_IcbjDpVjF9EJ_Xw_JLu3D,drive-text-route-exact,"Adjudication: the 2026-05-29 closing-note characterization, restamped"
20_records/cleanroom/assessments/arch_spine_readmes_assessor_review_20260809.md,2026-08-09,16737,c3879c8c2d500ffc32e3c6994f11c4fd0201ac01e5e7e380a5ed49ae7b81db48,project:assessments/arch_spine_readmes_assessor_review_20260809.md,,project-mirror-exact,"Assessor review — Arch V2, Spine V3, the READMEs, and the DeltaV2 catalog, against the corrected frontier"
20_records/cleanroom/charges/ADDENDUM_coherence_ladder_and_the_missing_gain_20260813B.md,2026-08-13,6637,39f0bb0199c84b4f261a146231f88692d28ee1adcab42c671f14f10b70a98ce4,project:charges/ADDENDUM_coherence_ladder_and_the_missing_gain_20260813B.md,,project-mirror-exact,"ADDENDUM — the coherence ladder: the one-power criterion in budget coordinates, and exactly why the measure layer cannot close it — 2026-08-13 (session B)"
20_records/cleanroom/charges/ARTIN_stab_entirety_reduction_and_pole_ledger_20260810.md,2026-08-10,13418,4df36e1c476cd3a3a9b730bdd571763de923aff79262410e10f7957e40a772ba,project:charges/ARTIN_stab_entirety_reduction_and_pole_ledger_20260810.md,,project-mirror-exact,"A DIRECT STAB AT THE ARTIN CONJECTURE AT DOUD-1951 — the entirety reduction, the exact pole ledger, and the wall map — 2026-08-10 (session B)"
20_records/cleanroom/charges/CLOSURE_composite_even_icosahedral_1951_20260811B.md,2026-08-11,12257,818b713f33784436355975ffef9229b9bd81fbf9d642aed7f3be9f7cbdb0b748,project:charges/CLOSURE_composite_even_icosahedral_1951_20260811B.md,,project-mirror-exact,"CLOSURE — the even icosahedral correspondence at 1951: the composite statement, the cross-session replication, ε derived, and the exact distance to the seam — 2026-08-11 (session B)"
20_records/cleanroom/charges/ERRATUM_PF_chain_misconstruction_20260806.md,2026-08-06,5956,8b9f140af0a67be8b7d9c0096ad2118745e51d52708ea552c20f12c2da44cd6a,drive,1c4eBfXg-xv499oxqs5snBoIKeIvSrr07,drive-text-route-exact,ERRATUM — P-F tested a chain step the corpus does not assert
20_records/cleanroom/charges/ERRATUM_mode0_is_not_the_parabolic_port_20260813B.md,2026-08-13,5486,fedb4569ac71bce59a05dc130a0145e578061de702da0938cea3d1ccbbc50fe7,project:charges/ERRATUM_mode0_is_not_the_parabolic_port_20260813B.md,,project-mirror-exact,"ERRATUM — ""the parabolic port measured empty"" is withdrawn: mode 0 is not the port, and the port is not empty — 2026-08-13 (session B)"
20_records/cleanroom/charges/EXACT_articulation_maass_1951_20260809B.md,2026-08-09,16396,aa6842291c3b06b85e2825b3b6078f33da3d98a02dcd64ddda91605bf3be6142,project:charges/EXACT_articulation_maass_1951_20260809B.md,,project-mirror-exact,"EXACT ARTICULATION — the Doud-1951 Maass form, written down formally, explicitly, and exactly — 2026-08-09 (session B)"
20_records/cleanroom/charges/NOTICE_crouzeix_status_change_20260826.md,2026-08-26,3603,7db6e06261e568787b643e8548b5a9da7062cb0dabe3358f4e4770d642c05c3b,project:cleanroom/NOTICE_crouzeix_status_change_20260826.md,,project-mirror-exact,"NOTICE (offered) — Crouzeix's conjecture: external status change, as of 2026-08-26"
20_records/cleanroom/charges/PF_run1_RESULT_falsified_20260806.md,2026-08-06,6382,75fd681aa5cdb724406e777dddd9dbc86a8a43db894f6bf90e724f2d0d5b2beb,project:charges/PF_run1_RESULT_falsified_20260806.md,,project-mirror-exact,"P-F run 1 — RESULT: **FALSIFIED.** K-F1 fires. (And the instrument passed, which makes it worse.)"
20_records/cleanroom/charges/PH_run1_RESULT_inconclusive_20260806.md,2026-08-06,4902,97c61d3786953299aa17dc23f1bbc85a826d65980751168fbf509819117e5b56,drive,1zr6SKX3V40g_MnbozRLcXBDVevvS4p6n,drive-text-route-exact,P-H run 1 — RESULT: INCONCLUSIVE under K-H2. No verdict issued.
20_records/cleanroom/charges/PREREG_healing_exponent_universality_20260806.md,2026-08-06,7689,a7ab639b72927a0796182ad121b03ad701546a11e8429b9cb15b75508cc0d59e,drive,1fXDatYVLeGd1sH6zWIcfqtLjPLNGC4qQ,drive-text-route-exact,"PRE-REGISTRATION — Crouzeix healing-exponent universality (Charge 1, prediction P-H)"
20_records/cleanroom/charges/PREREG_layer2_AMENDMENT1_algebraic_closure_20260806.md,2026-08-06,5579,9636961e006742c24988ce98be60bd58ed91c5d62cdceedf024eb354f13f9706,project:charges/PREREG_layer2_AMENDMENT1_algebraic_closure_20260806.md,,project-mirror-exact,"AMENDMENT 1 to P-U — closing §8.1 at a stated bound, in the negative or otherwise"
20_records/cleanroom/charges/PREREG_layer2_passage_control_audit_20260806.md,2026-08-06,10727,4793e8df71b6248795521e58eace539e4aab61b56ddb1b1add7f19415abe81d1,drive,1jl6JE3pYVP_sLieI92o9FW7tV80kkv2N,drive-text-route-exact,"PRE-REGISTRATION — is the A = 2−√2 passage on the R=T locus content, or is it the intermediate value theorem? (P-U)"
20_records/cleanroom/charges/PREREG_maass_live_20260809.md,2026-08-09,3707,845b73f9a0806790c6890adeb68a805f9653f50b0cbd5219b97b504c7bae9478,drive,1bLsJwqHNzmlUMLIjfy_h4i_lj8L4yqnE,drive-base64-exact,"PRE-REGISTRATION — MAASS-LIVE: the eigenfunction itself, tested pointwise — 2026-08-09"
20_records/cleanroom/charges/PREREG_selfdual_crease_locus_20260806.md,2026-08-06,5620,2b427da780a0d3698da7f3f12343d0b5021eba1f6eef318d983f0ef56ad71c29,project:charges/PREREG_selfdual_crease_locus_20260806.md,,project-mirror-exact,"PRE-REGISTRATION — the self-dual crease locus (Charge 1, prediction P-R)"
20_records/cleanroom/charges/PREREG_special_primes_and_dyadic_20260809.md,2026-08-09,6333,eed644ae05141ae9183181eaee57ee652431992643762ba75ab20f05fd48f370,drive,1eYaejDj7kN90cVKTZd2HqCi0X7znHvXg,drive-base64-exact,PRE-REGISTRATION — index-prime construction bits and the 2-adic γ-test — 2026-08-09
20_records/cleanroom/charges/PREREG_thinfilm_rung3_RT_peak_20260806.md,2026-08-06,7757,0aec0084d02a4ded0f5ffa14a9fd75bfb202113c8d9e5b3e65aba36f1a4e6e7a,project:charges/PREREG_thinfilm_rung3_RT_peak_20260806.md,,project-mirror-exact,PRE-REGISTRATION — the R=T locus peak is the chain's rung-3 value (P-F)
20_records/cleanroom/charges/PR_run1_RESULT_falsified_20260806.md,2026-08-06,5337,d43ffb3e18eee64b062f3985f12ff791e2baaa5bffe5d479ca5419d21dc3c657,drive,1outGqL87e50zkMk8KAdLZUOFF1LdMKtC,drive-text-route-exact,"P-R run 1 — RESULT: **FALSIFIED.** K-R1, K-R2 and K-R3 all fire."
20_records/cleanroom/charges/PU_run1_RESULT_layer2_is_the_IVT_20260806.md,2026-08-06,11569,45a58d33118c375b1bcd4a41deac4742229cd3f7de3e033639f2db5e597b71f6,project:charges/PU_run1_RESULT_layer2_is_the_IVT_20260806.md,,project-mirror-exact,P-U run 1 — RESULT: **H-null holds.** The layer-2 passage is the intermediate value theorem.
